tconst,primaryTitle,title,region,actor1,actor2,actor3,actor4,actor5,actress1,actress2,actress3,actress4,actress5,director1,director2,writer1,writer2,writer3,originalTitle,genre1,genre2,genre3,original_title,original_language,overview,origin_country,poster_path,tmdb_id
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates des Caraïbes : La malédiction du Black Pearl,FR,Geoffrey Rush,Orlando Bloom,,,,Keira Knightley,,,,,Gore Verbinski,,Ted Elliott,Terry Rossio,Stuart Beattie,Pirates of the Caribbean: The Curse of the Black Pearl,Action,Adventure,Fantasy,Pirates of the Caribbean: The Curse of the Black Pearl,en,"Petite, Elizabeth Swann, la fille du gouverneur, a sauvé de la noyade Will Turner après le naufrage de son bateau. Les années ont passé, Will et Elizabeth ont grandi. Will est devenu forgeron à Port Royal, et Elizabeth se prépare à épouser le commodore Norrington. Cependant, la vie d'Elizabeth bascule lorsque le capitaine Barbossa et sa bande de pirates décident d'attaquer Port Royal et la prennent en otage. Malheureusement pour lui, Barbossa a commis deux erreurs.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jFmc6zbnx6mSoxejECYvdi3IHIs.jpg,22.0
tt0103064,Terminator 2: Judgment Day,Terminator 2 : Le jugement dernier,FR,Edward Furlong,Robert Patrick,,,,Linda Hamilton,,,,,James Cameron,,William Wisher,,,Terminator 2: Judgment Day,Action,Sci-Fi,,Terminator 2: Judgment Day,en,"En 2029, après leur échec pour éliminer Sarah Connor, les robots de Skynet programment un nouveau Terminator, le T‐1000, pour retourner dans le passé et éliminer son fils John Connor, futur leader de la résistance humaine. Ce dernier programme un autre cyborg, le T‐800, et l’envoie également en 1995, pour le protéger. Une seule question déterminera le sort de l’humanité : laquelle des deux machines trouvera John la première ?",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mKCG5N5gDjDmxg07PXWsrPVrdCg.jpg,280.0
tt0114814,The Usual Suspects,Usual Suspects,FR,Gabriel Byrne,Chazz Palminteri,Stephen Baldwin,,,,,,,,Bryan Singer,,Christopher McQuarrie,,,The Usual Suspects,Crime,Drama,Mystery,The Usual Suspects,en,Une légende du crime contraint cinq malfrats à aller s’acquitter d’une tâche très périlleuse. Ceux qui survivent pourront se partager un butin de 91 millions de dollars.,US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/h06jDZB4Y9YQJiSGTcUwbhuiUrB.jpg,629.0
tt0120382,The Truman Show,The Truman Show,FR,Ed Harris,Noah Emmerich,,,,Laura Linney,,,,,Peter Weir,,Andrew Niccol,,,The Truman Show,Comedy,Drama,,The Truman Show,en,"Truman Burbank mène une vie calme et heureuse. Il habite dans un petit pavillon propret de la radieuse station balnéaire de Seahaven. Il part tous les matins à son bureau d’agent d’assurances dont il ressort huit heures plus tard pour regagner son foyer, savourer le confort de son habitat modèle, la bonne humeur inaltérable et le sourire mécanique de sa femme, Meryl. Mais parfois, Truman étouffe sous tant de bonheur et la nuit l’angoisse le submerge. Il se sent de plus en plus étranger, comme si son entourage jouait un rôle. Pis encore, il se sent observé.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7p5MzMb4h0Y2WUn73r4MHKNeh3X.jpg,37165.0
tt0110357,The Lion King,Le Roi Lion,FR,Jeremy Irons,James Earl Jones,,,,Whoopi Goldberg,,,,,Roger Allers,Rob Minkoff,Burny Mattinson,Irene Mecchi,Jonathan Roberts,The Lion King,Adventure,Animation,Drama,The Lion King,en,"Le lion Mufasa, roi des animaux, et son épouse Sarabi donnent naissance à Simba, un futur héritier. Mais Scar, le frère de Mufasa, voyant diminuer ses chances d’accéder au trône, incite le lionceau à s’aventurer dans un cimetière des éléphants situé au‐delà des frontières du royaume…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/n6UChiAOSTHGih2FBactLjA4Cdt.jpg,8587.0
tt0086190,Star Wars: Episode VI - Return of the Jedi,Le Retour du Jedi,FR,Harrison Ford,Billy Dee Williams,,,,Carrie Fisher,,,,,Richard Marquand,,Lawrence Kasdan,George Lucas,,Star Wars: Episode VI - Return of the Jedi,Action,Adventure,Fantasy,Return of the Jedi,en,"L'Empire galactique est plus puissant que jamais : la construction de la nouvelle arme, l’Étoile de la Mort, menace l'univers tout entier... Arrêté après la trahison de Lando Calrissian, Han Solo est remis à l'ignoble contrebandier Jabba Le Hutt par le chasseur de primes Boba Fett. Après l'échec d'une première tentative d'évasion menée par la princesse Leia, également arrêtée par Jabba, Luke Skywalker et Lando parviennent à libérer leurs amis. Han, Leia, Chewbacca, C-3PO et Luke, devenu un Jedi, s'envolent dès lors pour une mission d'extrême importance sur la lune forestière d'Endor, afin de détruire le générateur du bouclier de l’Étoile de la Mort et permettre une attaque des pilotes de l'Alliance rebelle. Conscient d'être un danger pour ses compagnons, Luke préfère se rendre aux mains de Dark Vador, son père et ancien Jedi passé du côté obscur de la Force.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tEQlCGiiWvMvfD7Sz8d99Pouy39.jpg,1892.0
tt0266543,Finding Nemo,Le Monde de Nemo,FR,Alexander Gould,Willem Dafoe,,,,Ellen DeGeneres,,,,,Andrew Stanton,Lee Unkrich,Bob Peterson,David Reynolds,,Finding Nemo,Adventure,Animation,Comedy,Finding Nemo,en,"Dans les eaux tropicales de la Grande Barrière de corail, un poisson‐clown du nom de Marin mène une existence paisible avec son fils unique, Nemo. Redoutant l’océan et ses risques imprévisibles, il fait de son mieux pour protéger son fils. Comme tous les petits poissons de son âge, celui‐ci rêve pourtant d’explorer les mystérieux récifs. Lorsque Nemo disparaît, Marin devient malgré lui le héros d’une quête unique et palpitante. Le pauvre papa ignore que son rejeton à écailles a été emmené jusque dans l’aquarium d’un dentiste. Marin ne s’engagera pas seul dans l’aventure : la jolie Dory, un poisson‐chirurgien bleu à la mémoire défaillante et au grand cœur, va se révéler d’une aide précieuse. Les deux poissons vont affronter d’innombrables dangers, mais l’optimisme de Dory va pousser Marin à surmonter toutes ses peurs.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8zR2vXoXfdlknEYjfHvCbb1rJbI.jpg,12.0
tt4154756,Avengers: Infinity War,Avengers: Infinity War,FR,Chris Hemsworth,Mark Ruffalo,Chris Evans,,,,,,,,Anthony Russo,Joe Russo,Jack Kirby,Christopher Markus,Stephen McFeely,Avengers: Infinity War,Action,Adventure,Sci-Fi,Avengers: Infinity War,en,Les Avengers et leurs alliés devront être prêts à tout sacrifier pour neutraliser le redoutable Thanos avant que son attaque éclair ne conduise à la destruction complète de l’univers.,US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hSfuKPtyEryeFzapZ8UgZd4aESu.jpg,299536.0
tt1431045,Deadpool,Deadpool,FR,T.J. Miller,Ed Skrein,,,,Morena Baccarin,,,,,Tim Miller,,Rhett Reese,Paul Wernick,,Deadpool,Action,Adventure,Comedy,Deadpool,en,"Deadpool, est l'anti-héros le plus atypique de l'univers Marvel. À l'origine, il s'appelle Wade Wilson : un ancien militaire des Forces Spéciales devenu mercenaire. Après avoir subi une expérimentation hors norme qui va accélérer ses pouvoirs de guérison, il va devenir Deadpool. Armé de ses nouvelles capacités et d'un humour noir survolté, Deadpool va traquer l'homme qui a bien failli anéantir sa vie.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/z5VjcCEioj2c2dvxmoqBW0Rj8Xj.jpg,293660.0
tt0081505,The Shining,Shining,FR,Danny Lloyd,Scatman Crothers,,,,Shelley Duvall,,,,,Stanley Kubrick,,Stephen King,Diane Johnson,,The Shining,Drama,Horror,,The Shining,en,"Jack Torrance, gardien d’un hôtel fermé l’hiver, sa femme et son fils Danny s’apprêtent à vivre de longs mois de solitude. Danny, qui possède un don de médium, le « Shining », est effrayé à l’idée d’habiter ce lieu, théâtre marqué par de terribles événements passés…",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ji94IIScMTk0SARR3XIgBgLjuYB.jpg,694.0
tt0338013,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,FR,Tom Wilkinson,Gerry Robert Byrne,,,,Kate Winslet,,,,,Michel Gondry,,Charlie Kaufman,Pierre Bismuth,,Eternal Sunshine of the Spotless Mind,Drama,Romance,Sci-Fi,Eternal Sunshine of the Spotless Mind,en,"Joël et Clémentine ne voient plus que les mauvais côtés de leur tumultueuse histoire d’amour, au point que celle‐ci fait effacer de sa mémoire toute trace de cette relation. Effondré, Joël contacte l’inventeur du procédé Lacuna, le Dr. Mierzwiak, pour qu’il extirpe également de sa mémoire tout ce qui le rattachait à Clémentine. Deux techniciens, Stan et Patrick, s’installent à son domicile et se mettent à l’œuvre, en présence de la secrétaire, Mary. Les souvenirs commencent à défiler dans la tête de Joël, des plus récents aux plus anciens, et s’envolent un à un, à jamais. Mais en remontant le fil du temps, Joël redécouvre ce qu’il aimait depuis toujours en Clémentine – l’inaltérable magie d’un amour dont rien au monde ne devrait le priver. Luttant de toutes ses forces pour préserver ce trésor, il engage alors une bataille de la dernière chance contre Lacuna…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xtAFddnDZD7E5tKHo99u4Ca1rdi.jpg,38.0
tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,FR,Nicholas Hoult,,,,,Charlize Theron,Zoë Kravitz,,,,George Miller,,Brendan McCarthy,Nick Lathouris,,Mad Max: Fury Road,Action,Adventure,Sci-Fi,Mad Max: Fury Road,en,"Hanté par un lourd passé, Mad Max estime que le meilleur moyen de survivre est de rester seul. Cependant, il se retrouve embarqué par une bande qui parcourt le désert à bord d’un véhicule militaire piloté par l’Impératrice Furiosa. Ils fuient la Citadelle où sévit le terrible Immortan Joe qui s’est fait voler un objet irremplaçable. Enragé, ce Seigneur de guerre envoie ses hommes pour traquer les rebelles impitoyablement…",AU,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oLy2V6AWSEfdPgKOtrSGnwB3Q2R.jpg,76341.0
tt2267998,Gone Girl,Gone Girl,FR,Neil Patrick Harris,Tyler Perry,,,,Rosamund Pike,,,,,David Fincher,,Gillian Flynn,,,Gone Girl,Drama,Mystery,Thriller,Gone Girl,en,"Amy et Nick forment en apparence un couple modèle. Victimes de la crise, ils quittent Manhattan pour retourner s’installer dans la ville du Missouri où Nick a grandi. Mais le jour de leur 5ème anniversaire de mariage, Amy disparaît et Nick retrouve leur maison saccagée. Lors de l’enquête tout semble accuser Nick. Celui‐ci décide, de son côté, de tout faire pour savoir ce qui est arrivé à Amy et découvre qu’elle lui dissimulait beaucoup de choses.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7xkJ1ACu40BjzLHVPRILWjFvW7.jpg,210577.0
tt0107290,Jurassic Park,Jurassic Park,FR,Jeff Goldblum,Richard Attenborough,,,,Laura Dern,,,,,Steven Spielberg,,Michael Crichton,David Koepp,,Jurassic Park,Action,Adventure,Sci-Fi,Jurassic Park,en,"Ne pas réveiller le chat qui dort... C'est ce que le milliardaire John Hammond aurait dû se rappeler avant de se lancer dans le ""clonage"" de dinosaures. C'est à partir d'une goutte de sang absorbée par un moustique fossilisé que John Hammond et son équipe ont réussi à faire renaître une dizaine d'espèces de dinosaures. Il s'apprête maintenant avec la complicité du docteur Alan Grant, paléontologue de renom, et de son amie Ellie, à ouvrir le plus grand parc à thème du monde. Mais c'était sans compter la cupidité et la malveillance de l'informaticien Dennis Nedry, et éventuellement des dinosaures, seuls maîtres sur l'île...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2E2dKGPTWoyiaSzgNaer9zpP49n.jpg,329.0
tt0082971,Indiana Jones and the Raiders of the Lost Ark,Les Aventuriers de l'arche perdue,FR,Paul Freeman,John Rhys-Davies,,,,Karen Allen,,,,,Steven Spielberg,,Lawrence Kasdan,George Lucas,Philip Kaufman,Raiders of the Lost Ark,Action,Adventure,,Raiders of the Lost Ark,en,"1936. Parti à la recherche d’une idole sacrée en pleine jungle péruvienne, l’aventurier Indiana Jones échappe de justesse à une embuscade tendue par son plus coriace adversaire: le Français René Belloq. Revenu à la vie civile à son poste de professeur universitaire d’archéologie, il est mandaté par les services secrets et par son ami Marcus Brody, conservateur du National Museum de Washington, pour mettre la main sur le Médaillon de Râ, en possession de son ancienne amante Marion Ravenwood, désormais tenancière d’un bar au Tibet. Cet artefact égyptien serait en effet un premier pas sur le chemin de l’Arche d’Alliance, celle‐là même où Moïse conserva les Dix Commandements. Une pièce historique aux pouvoir inimaginables dont Hitler cherche à s’emparer.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pb6ZqNK1luGnkILnkONicFXwNeW.jpg,85.0
tt0477348,No Country for Old Men,No Country for Old Men,FR,Javier Bardem,Josh Brolin,Woody Harrelson,,,,,,,,Ethan Coen,Joel Coen,Cormac McCarthy,,,No Country for Old Men,Crime,Drama,Thriller,No Country for Old Men,en,"À la frontière qui sépare le Texas du Mexique, les trafiquants de drogue ont depuis longtemps remplacé les voleurs de bétail. Lorsque Llewelyn Moss tombe sur une camionnette abandonnée, cernée de cadavres ensanglantés, il ne sait rien de ce qui a conduit à ce drame. Et quand il prend les deux millions de dollars qu’il découvre à l’intérieur du véhicule, il n’a pas la moindre idée de ce que cela va provoquer… Moss a déclenché une réaction en chaîne d’une violence inouïe que le shérif Bell, un homme vieillissant et sans illusions, ne parviendra pas à contenir…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hxVT4KTmjVxVbsnvImm6WWgLMzg.jpg,6977.0
tt0268978,A Beautiful Mind,Un homme d'exception,FR,Ed Harris,Christopher Plummer,,,,Jennifer Connelly,,,,,Ron Howard,,Akiva Goldsman,Sylvia Nasar,,A Beautiful Mind,Biography,Drama,,A Beautiful Mind,en,"En 1947, étudiant les mathématiques à l’université de Princeton, John Forbes Nash Jr., un brillant élève, élabore sa théorie économique des jeux. Pour lui, les fluctuations des marchés financiers peuvent être calculées très précisément. Au début des années cinquante, ses travaux et son enseignement au Massachusetts Institute of Technology ne passent pas inaperçus et un représentant du Département de la Défense, William Parcher, se présente à lui pour lui proposer d’aider secrètement les États‐Unis. La mission de John consiste à décrypter dans la presse les messages secrets d’espions russes, censés préparer un attentat nucléaire sur le territoire américain. Celui‐ci y consacre rapidement tout son temps, et ce au détriment de sa vie de couple avec Alicia. Ce job n’est toutefois pas sans risques : des agents ennemis surveillent ses moindres faits et gestes. Mais personne ne le croit.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iYAGo8B2NIrtyPoRowe7wlT3twa.jpg,453.0
tt2488496,Star Wars: Episode VII - The Force Awakens,Star Wars : Épisode VII - Le Réveil de la Force,FR,Oscar Isaac,Domhnall Gleeson,,,,Daisy Ridley,,,,,J.J. Abrams,,Lawrence Kasdan,Michael Arndt,George Lucas,Star Wars: Episode VII - The Force Awakens,Action,Adventure,Sci-Fi,Star Wars: The Force Awakens,en,"Il y a bien longtemps, dans une galaxie lointaine… Luke Skywalker est porté disparu. Le pilote Poe est en mission secrète sur une planète pour le retrouver. Au moment où la diabolique armée ""Premier Ordre"" apparaît en détruisant tout sur son passage, il arrive à cacher la position géographique de l'ancien maître Jedi dans son droïde BB-8. Capturé par les larbins du machiavélique Kylo Ren, Poe est libéré par le soldat ennemi Finn qui est en pleine crise existentielle. Pendant ce temps, BB-8 est recueillie par Rey, une pilleuse d'épaves qui sera bientôt plongée dans une quête qui la dépasse.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zKZ1iF1ABqL7a16u6Im8JTQKp7H.jpg,140607.0
